Question,Answer,Age,Gender,Personality
I trust my senses to provide accurate information about the world.,2,48,0,Sensing
I enjoy using practical skills to solve problems.,2,27,1,Sensing
I focus on what is real and tangible rather than what could be.,2,20,1,Sensing
I prefer to stick to proven methods rather than trying new approaches.,2,37,0,Sensing
I trust my observations and experiences over theories and concepts.,2,40,1,Sensing
"I enjoy activities that engage my senses, like cooking or gardening.",2,35,0,Sensing
I prefer to rely on established procedures rather than improvising.,2,43,0,Sensing
I prefer to have all the facts before making a decision.,2,29,0,Sensing
I tend to focus on specifics rather than generalities.,2,27,1,Sensing
I am good at remembering details and specifics.,2,48,1,Sensing
I trust my intuition to guide me in uncertain situations.,2,32,1,Sensing
I enjoy brainstorming and exploring new possibilities.,2,34,1,Sensing
I often have hunches or gut feelings about things.,2,27,0,Sensing
I enjoy imagining future scenarios and possibilities.,2,41,1,Sensing
I tend to see patterns and connections between seemingly unrelated things.,2,25,1,Sensing
I prefer to explore multiple options rather than settling on one solution.,2,26,0,Sensing
I value logic and reason over emotions when making decisions.,2,24,0,Feeling
I tend to analyze situations objectively rather than considering how they make me feel.,2,49,1,Feeling
I prefer to give feedback based on facts and evidence rather than emotions.,2,39,1,Feeling
I believe it is important to maintain emotional detachment in professional settings.,2,47,1,Feeling
I prioritize fairness and justice over empathy and compassion.,2,29,1,Feeling
I tend to prioritize logical consistency over accommodating the feelings of others.,2,39,1,Feeling
I prefer to solve problems using logical analysis rather than empathetic understanding.,2,20,0,Feeling
I find it easier to express thoughts and ideas than emotions.,2,44,0,Feeling
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",2,29,1,Feeling
I value efficiency and effectiveness over maintaining harmony in relationships.,2,49,0,Feeling
I prefer to make decisions based on objective criteria rather than personal values.,2,50,1,Feeling
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,2,30,0,Feeling
I value honesty and transparency in relationships.,2,47,0,Feeling
I believe in constructive criticism even if it may be perceived as harsh.,2,19,0,Feeling
I prefer to keep my emotions private rather than sharing them with others.,2,46,1,Feeling
I tend to rely on logic rather than intuition when solving problems.,2,18,0,Feeling
I find it challenging to empathize with the emotions of others.,2,29,0,Feeling
I believe in treating everyone fairly and equally.,2,44,0,Feeling
I prefer to address conflicts rationally rather than emotionally.,2,36,1,Feeling
I believe it is important to remain objective in decision-making.,2,43,1,Feeling
I prioritize practical considerations over emotional ones.,2,35,1,Feeling
I tend to suppress my emotions in favour of logical reasoning.,2,27,1,Feeling
I find it easier to discuss ideas and concepts than personal feelings.,2,34,0,Feeling
I prefer to rely on facts and evidence rather than intuition or gut feelings.,2,43,1,Feeling
I believe in being straightforward in communication.,2,21,1,Feeling
I prefer to plan rather than go with the flow.,2,18,0,Perceiving
I feel uncomfortable with uncertainty and prefer to have a clear plan.,2,31,0,Perceiving
I like to make decisions quickly rather than keeping my options open.,2,25,0,Perceiving
I feel stressed when things are left to the last minute.,2,40,1,Perceiving
I enjoy having a structured routine and sticking to a schedule.,2,27,0,Perceiving
I prefer to complete tasks before moving on to new ones.,2,22,1,Perceiving
I feel satisfied when I accomplish my goals on schedule.,2,47,0,Perceiving
I like to have a clear plan of action before starting a project.,2,46,1,Perceiving
I find it difficult to adapt to changes in plans.,2,48,0,Perceiving
I prefer to work on one task at a time rather than juggle multiple tasks.,2,43,1,Perceiving
I feel more comfortable when things are organized and predictable.,2,29,0,Perceiving
I enjoy setting goals and working towards achieving them.,2,24,1,Perceiving
I prefer to follow a set schedule rather than improvise.,2,25,0,Perceiving
I feel anxious when I have too many open-ended tasks.,2,38,1,Perceiving
I tend to stick to my plans even if unexpected opportunities arise.,2,23,0,Perceiving
I prefer to make decisions quickly rather than ponder all the possibilities.,2,26,0,Perceiving
I enjoy having a clear sense of direction and purpose.,2,29,1,Perceiving
I feel unsettled when plans change at the last minute.,2,38,0,Perceiving
I prefer to make lists and schedules to stay organized.,2,50,0,Perceiving
I feel satisfied when I can check items off my to-do list.,2,30,0,Perceiving
I find it difficult to relax until I have completed my tasks.,2,34,1,Perceiving
I prefer to have deadlines to motivate me to complete tasks.,2,45,1,Perceiving
I enjoy having a sense of closure and completion.,2,38,0,Perceiving
I feel more productive when I have a clear plan in place.,2,47,0,Perceiving
I prefer to stick to my plans rather than being spontaneous.,2,40,0,Perceiving
I prefer quiet evenings at home rather than going out to parties.,3,43,1,Introversion
I enjoy spending time alone with my thoughts.,3,25,1,Introversion
I find large social gatherings overwhelming.,3,20,0,Introversion
I feel drained after spending too much time in social settings.,3,42,0,Introversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,3,35,1,Introversion
I tend to listen more than I talk in social situations.,3,50,0,Introversion
I feel energized after spending time alone.,3,47,0,Introversion
I seek out opportunities to meet new people and try new experiences.,3,32,1,Introversion
I feel comfortable being the centre of attention in a group.,3,40,0,Introversion
I enjoy networking and meeting new people.,3,31,0,Introversion
I feel excited and energized in social situations.,3,33,1,Introversion
I often initiate conversations with strangers.,3,42,0,Introversion
I enjoy being part of a large group and participating in group activities.,3,18,0,Introversion
I prefer to work in a team rather than independently.,3,46,1,Introversion
I feel comfortable speaking in front of large audiences.,3,21,1,Introversion
I enjoy attending social events and parties.,3,36,1,Introversion
I prefer to think before I speak in social situations.,3,29,0,Introversion
I feel comfortable striking up conversations with people I do not know well.,3,28,1,Introversion
I enjoy participating in group discussions and brainstorming sessions.,3,22,1,Introversion
I feel energized by interacting with others.,3,25,1,Introversion
I prefer to have a few close friends rather than many acquaintances.,3,50,1,Introversion
I find it easy to approach strangers and start conversations.,3,43,1,Introversion
I prefer activities that I can do alone rather than in a group.,3,49,1,Introversion
I feel uncomfortable in situations where I do not know anyone.,3,47,1,Introversion
I prefer to observe rather than participate in group activities.,3,20,1,Introversion
"I trust my practical, hands-on experience more than abstract theories.",3,38,1,Sensing
I prefer to focus on details rather than seeing the big picture.,3,50,1,Sensing
I rely on facts and evidence when making decisions.,3,49,0,Sensing
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,3,48,0,Sensing
I pay attention to the present moment rather than thinking about future possibilities.,3,27,1,Sensing
"I prefer concrete, tangible information over abstract concepts.",3,47,0,Sensing
I enjoy activities that require careful attention to detail.,3,46,0,Sensing
I prefer to learn through hands-on experience rather than theoretical study.,3,18,0,Sensing
I tend to notice small changes in my environment.,3,38,0,Sensing
I trust my senses to provide accurate information about the world.,3,24,1,Sensing
I enjoy using practical skills to solve problems.,3,38,0,Sensing
I focus on what is real and tangible rather than what could be.,3,46,0,Sensing
I prefer to stick to proven methods rather than trying new approaches.,3,31,1,Sensing
I trust my observations and experiences over theories and concepts.,3,34,1,Sensing
"I enjoy activities that engage my senses, like cooking or gardening.",3,43,1,Sensing
I prefer to rely on established procedures rather than improvising.,3,40,1,Sensing
I prefer to have all the facts before making a decision.,3,43,0,Sensing
I tend to focus on specifics rather than generalities.,3,23,0,Sensing
I am good at remembering details and specifics.,3,26,0,Sensing
